Country_Code,Country_Name,id_transaction,date_ecriture,ministere_code,ministere_nom,code_budgetaire,libelle,tiers,montant_XOF,AMOUNT_local,UNIT,AMOUNT_USD
CTB,Country B,SN-2024000530,11-11-2023,MINT,Ministere de l'Interieur,612025.0,Services de conseil SRH pour adolescents,Impressions Modernes,2426824,2426824.0,XOF,
CTB,Country B,SN-2024000531,10-07-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611030.0,Kits obstetricaux et accouchement,Institut de Sante Publique,2067387,2067387.0,XOF,
CTB,Country B,SN-2024000532,24-03-2024,MINT,Ministere de l'Interieur,611040.0,Reactifs et consommables de laboratoire,Fournitures Scolaires SA,2446180,2446180.0,XOF,
CTB,Country B,SN-2024000533,25-08-2024,MFB,Ministere des Finances et du Budget,610100.0,Traitements et salaires - personnel permanent,Cliniques Reunies,108165687,108165687.0,XOF,
CTB,Country B,SN-2024000534,11-04-2024,MFB,Ministere des Finances et du Budget,611040.0,Reactifs et consommables de laboratoire,SolutionsIT SA,28324057,28324057.0,XOF,
CTB,Country B,SN-2024000535,22-11-2023,MFB,Ministere des Finances et du Budget,610200.0,Frais de fonctionnement,Cliniques Reunies,472913,472913.0,XOF,
CTB,Country B,SN-2024000536,13-01-2024,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,Bureau Moderne SARL,"39,375,388 FCFA",39375388.0,XOF,
CTB,Country B,SN-2024000537,08-03-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613020.0,Carburants et lubrifiants,PharmaSante,4583956,4583956.0,XOF,
CTB,Country B,SN-2024000538,22-11-2023,MEN,Ministere de l'Education Nationale,614020.0,Achat de vehicules - ambulances,Nettoyage Pro Dakar,49630833,49630833.0,XOF,
CTB,Country B,SN-2024000539,26-09-2024,MEN,Ministere de l'Education Nationale,611020.0,Achat de vaccins et intrants immunisation,Cliniques Reunies,12732671,12732671.0,XOF,
CTB,Country B,SN-2024000540,01-11-2023,MEN,Ministere de l'Education Nationale,611030.0,Kits obstetricaux et accouchement,Nettoyage Pro Dakar,49264815,49264815.0,XOF,
CTB,Country B,SN-2024000541,05-08-2024,MFB,Ministere des Finances et du Budget,612010.0,Campagnes de sensibilisation - sante maternelle,Diagnostics Reunis,14317663,14317663.0,XOF,
CTB,Country B,SN-2024000542,27-04-2024,MINT,Ministere de l'Interieur,611020.0,Achat de vaccins et intrants immunisation,Transport Afrique de l'Ouest,3437469,3437469.0,XOF,
CTB,Country B,SN-2024000543,01-08-2024,MEN,Ministere de l'Education Nationale,613020.0,Carburants et lubrifiants,Cliniques Reunies,323042,323042.0,XOF,
CTB,Country B,SN-2024000544,04-11-2023,MSAS,Ministere de la Sante et de l'Action Sociale,612010.0,Campagnes de sensibilisation - sante maternelle,SolutionsIT SA,3054963,3054963.0,XOF,
CTB,Country B,SN-2024000545,22-01-2024,MEN,Ministere de l'Education Nationale,613030.0,Imprimerie et fournitures de bureau,Bureau Moderne SARL,265322,265322.0,XOF,
CTB,Country B,SN-2024000546,30-06-2024,MFB,Ministere des Finances et du Budget,612020.0,Depistage precoce du cancer du col,Diagnostics Reunis,11364198,11364198.0,XOF,
CTB,Country B,SN-2024000547,29-07-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613010.0,Nettoyage et hygiene - formations sanitaires,PharmaSante,54938723,54938723.0,XOF,
CTB,Country B,SN-2024000548,26-09-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Diagnostics Reunis,"35952010,00",35952010.0,XOF,
CTB,Country B,SN-2024000549,08-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612030.0,Appui aux victimes de VBG,SolutionsIT SA,5053915,5053915.0,XOF,
CTB,Country B,SN-2024000550,04-08-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611015.0,Achat de contraceptifs et produits de planification familiale,Banque Regionale,"18,943,013 FCFA",18943013.0,XOF,
CTB,Country B,SN-2024000551,08-10-2023,MSAS,Ministere de la Sante et de l'Action Sociale,612030.0,Appui aux victimes de VBG,Diagnostics Reunis,104871666,104871666.0,XOF,
CTB,Country B,SN-2024000552,11-07-2024,MINT,Ministere de l'Interieur,611010.0,Achat de medicaments essentiels,Nettoyage Pro Dakar,"75,844,056 FCFA",75844056.0,XOF,
CTB,Country B,SN-2024000553,02-10-2023,MEN,Ministere de l'Education Nationale,614010.0,Construction et rehabilitation - centres de sante,Nettoyage Pro Dakar,16432790,16432790.0,XOF,
CTB,Country B,SN-2024000554,12-01-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610200.0,Frais de fonctionnement,Nettoyage Pro Dakar,"44,523,722 FCFA",44523722.0,XOF,
CTB,Country B,SN-2024000555,23-02-2024,MFB,Ministere des Finances et du Budget,614020.0,Achat de vehicules - ambulances,Impressions Modernes,100072909,100072909.0,XOF,
CTB,Country B,SN-2024000556,14-12-2023,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Fournitures Scolaires SA,25975683,25975683.0,XOF,
CTB,Country B,SN-2024000557,23-07-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614020.0,Achat de vehicules - ambulances,Banque Regionale,15830465,15830465.0,XOF,
CTB,Country B,SN-2024000558,02-02-2024,MINT,Ministere de l'Interieur,612015.0,Campagnes de sensibilisation - VIH/SIDA,Batiment et Travaux SA,15797754,15797754.0,XOF,
CTB,Country B,SN-2024000559,22-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Nettoyage Pro Dakar,815777,815777.0,XOF,
CTB,Country B,SN-2024000560,10-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612025.0,Services de conseil SRH pour adolescents,Transport Afrique de l'Ouest,"7,439,954 FCFA",7439954.0,XOF,
CTB,Country B,SN-2024000561,19-10-2023,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,Pharma Ouest SA,"1,669,767 FCFA",1669767.0,XOF,
CTB,Country B,SN-2024000562,30-01-2024,MFB,Ministere des Finances et du Budget,610200.0,Frais de fonctionnement,SARL Fournitures Medicales,3752953,3752953.0,XOF,
CTB,Country B,SN-2024000563,15-12-2023,MFB,Ministere des Finances et du Budget,612010.0,Campagnes de sensibilisation - sante maternelle,Batiment et Travaux SA,"31535385,00",31535385.0,XOF,
CTB,Country B,SN-2024000564,23-11-2023,MEN,Ministere de l'Education Nationale,612010.0,Campagnes de sensibilisation - sante maternelle,Cliniques Reunies,"804,941 FCFA",804941.0,XOF,
CTB,Country B,SN-2024000565,29-05-2024,MEN,Ministere de l'Education Nationale,611010.0,Achat de medicaments essentiels,Banque Regionale,1767704,1767704.0,XOF,
CTB,Country B,SN-2024000566,26-08-2024,MINT,Ministere de l'Interieur,610100.0,Traitements et salaires - personnel permanent,SARL Fournitures Medicales,22531185,22531185.0,XOF,
CTB,Country B,SN-2024000567,19-06-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Nettoyage Pro Dakar,35412152,35412152.0,XOF,
CTB,Country B,SN-2024000568,27-01-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,Nettoyage Pro Dakar,26186429,26186429.0,XOF,
CTB,Country B,SN-2024000569,12-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612020.0,Depistage precoce du cancer du col,Fournitures Scolaires SA,6597320,6597320.0,XOF,
CTB,Country B,SN-2024000570,10-02-2024,MEN,Ministere de l'Education Nationale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Batiment et Travaux SA,"3257751,00",3257751.0,XOF,
CTB,Country B,SN-2024000571,01-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612010.0,Campagnes de sensibilisation - sante maternelle,PharmaSante,922755,922755.0,XOF,
CTB,Country B,SN-2024000572,26-09-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611020.0,Achat de vaccins et intrants immunisation,Nettoyage Pro Dakar,2903091,2903091.0,XOF,
CTB,Country B,SN-2024000573,05-06-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611020.0,Achat de vaccins et intrants immunisation,Cabinet Consulting Sahel,59768909,59768909.0,XOF,
CTB,Country B,SN-2024000574,12-09-2024,MEN,Ministere de l'Education Nationale,610100.0,Traitements et salaires - personnel permanent,Institut de Sante Publique,1572528,1572528.0,XOF,
CTB,Country B,SN-2024000575,27-05-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612010.0,Campagnes de sensibilisation - sante maternelle,Banque Regionale,4685480,4685480.0,XOF,
CTB,Country B,SN-2024000576,16-04-2024,MFB,Ministere des Finances et du Budget,612025.0,Services de conseil SRH pour adolescents,Institut de Sante Publique,30493240,30493240.0,XOF,
CTB,Country B,SN-2024000577,12-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,610100.0,Traitements et salaires - personnel permanent,SARL Fournitures Medicales,975373,975373.0,XOF,
CTB,Country B,SN-2024000578,02-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611030.0,Kits obstetricaux et accouchement,Fournitures Scolaires SA,7803624,7803624.0,XOF,
CTB,Country B,SN-2024000579,06-11-2023,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Bureau Moderne SARL,119295463,119295463.0,XOF,
CTB,Country B,SN-2024000580,15-07-2024,MSAS,Ministere de la Sante et de l'Action Sociale,614010.0,Construction et rehabilitation - centres de sante,Cliniques Reunies,14707008,14707008.0,XOF,
CTB,Country B,SN-2024000581,25-08-2024,MINT,Ministere de l'Interieur,613020.0,Carburants et lubrifiants,Diagnostics Reunis,9675200,9675200.0,XOF,
CTB,Country B,SN-2024000582,10-11-2023,MFB,Ministere des Finances et du Budget,612015.0,Campagnes de sensibilisation - VIH/SIDA,Cabinet Consulting Sahel,83122263,83122263.0,XOF,
CTB,Country B,SN-2024000583,17-04-2024,MINT,Ministere de l'Interieur,613030.0,Imprimerie et fournitures de bureau,Transport Afrique de l'Ouest,95916656,95916656.0,XOF,
CTB,Country B,SN-2024000584,17-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Fournitures Scolaires SA,16221727,16221727.0,XOF,
CTB,Country B,SN-2024000585,22-09-2024,MINT,Ministere de l'Interieur,611025.0,Kits de tests VIH et antiretroviraux,Nettoyage Pro Dakar,257005,257005.0,XOF,
CTB,Country B,SN-2024000586,07-06-2024,MEN,Ministere de l'Education Nationale,611040.0,Reactifs et consommables de laboratoire,Institut de Sante Publique,42853601,42853601.0,XOF,
CTB,Country B,SN-2024000587,20-12-2023,MSAS,Ministere de la Sante et de l'Action Sociale,613010.0,Nettoyage et hygiene - formations sanitaires,Fournitures Scolaires SA,"113,113,009 FCFA",113113009.0,XOF,
CTB,Country B,SN-2024000588,08-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612010.0,Campagnes de sensibilisation - sante maternelle,Cabinet Consulting Sahel,762609,762609.0,XOF,
CTB,Country B,SN-2024000589,14-08-2024,MINT,Ministere de l'Interieur,612025.0,Services de conseil SRH pour adolescents,Banque Regionale,37823128,37823128.0,XOF,
CTB,Country B,SN-2024000590,17-03-2024,MFB,Ministere des Finances et du Budget,611025.0,Kits de tests VIH et antiretroviraux,Batiment et Travaux SA,107834399,107834399.0,XOF,
CTB,Country B,SN-2024000591,22-02-2024,MEN,Ministere de l'Education Nationale,612025.0,Services de conseil SRH pour adolescents,Bureau Moderne SARL,9430895,9430895.0,XOF,
CTB,Country B,SN-2024000592,03-01-2024,MINT,Ministere de l'Interieur,611040.0,Reactifs et consommables de laboratoire,Pharma Ouest SA,28826314,28826314.0,XOF,
CTB,Country B,SN-2024000593,01-08-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612030.0,Appui aux victimes de VBG,Institut de Sante Publique,17755455,17755455.0,XOF,
CTB,Country B,SN-2024000594,14-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611040.0,Reactifs et consommables de laboratoire,SolutionsIT SA,1919382,1919382.0,XOF,
CTB,Country B,SN-2024000595,16-08-2024,MINT,Ministere de l'Interieur,612030.0,Appui aux victimes de VBG,PharmaSante,30225310,30225310.0,XOF,
CTB,Country B,SN-2024000596,26-08-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Institut de Sante Publique,2564350,2564350.0,XOF,
CTB,Country B,SN-2024000597,03-11-2023,MINT,Ministere de l'Interieur,610200.0,Frais de fonctionnement,SolutionsIT SA,908381,908381.0,XOF,
CTB,Country B,SN-2024000598,26-09-2024,MINT,Ministere de l'Interieur,613030.0,Imprimerie et fournitures de bureau,Impressions Modernes,336873,336873.0,XOF,
CTB,Country B,SN-2024000599,18-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611030.0,Kits obstetricaux et accouchement,Cliniques Reunies,1129822,1129822.0,XOF,
CTB,Country B,SN-2024000600,22-01-2024,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Pharma Ouest SA,31828671,31828671.0,XOF,
CTB,Country B,SN-2024000601,25-12-2023,MSAS,Ministere de la Sante et de l'Action Sociale,611010.0,Achat de medicaments essentiels,Batiment et Travaux SA,14573193,14573193.0,XOF,
CTB,Country B,SN-2024000602,14-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612030.0,Appui aux victimes de VBG,Cabinet Consulting Sahel,102273705,102273705.0,XOF,
CTB,Country B,SN-2024000603,18-08-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611040.0,Reactifs et consommables de laboratoire,Diagnostics Reunis,747352,747352.0,XOF,
CTB,Country B,SN-2024000604,25-05-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,SARL Fournitures Medicales,2144435,2144435.0,XOF,
CTB,Country B,SN-2024000605,04-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,614010.0,Construction et rehabilitation - centres de sante,Impressions Modernes,989999,989999.0,XOF,
CTB,Country B,SN-2024000606,04-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613030.0,Imprimerie et fournitures de bureau,PharmaSante,31484067,31484067.0,XOF,
CTB,Country B,SN-2024000607,15-04-2024,MEN,Ministere de l'Education Nationale,610200.0,Frais de fonctionnement,Diagnostics Reunis,42980316,42980316.0,XOF,
CTB,Country B,SN-2024000608,18-05-2024,MFB,Ministere des Finances et du Budget,613020.0,Carburants et lubrifiants,Cabinet Consulting Sahel,55117921,55117921.0,XOF,
CTB,Country B,SN-2024000609,06-04-2024,MFB,Ministere des Finances et du Budget,614010.0,Construction et rehabilitation - centres de sante,Batiment et Travaux SA,15838938,15838938.0,XOF,
CTB,Country B,SN-2024000610,13-09-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613020.0,Carburants et lubrifiants,Impressions Modernes,65409321,65409321.0,XOF,
CTB,Country B,SN-2024000611,12-01-2024,MINT,Ministere de l'Interieur,611010.0,Achat de medicaments essentiels,Cliniques Reunies,36606726,36606726.0,XOF,
CTB,Country B,SN-2024000612,02-06-2024,MFB,Ministere des Finances et du Budget,612010.0,Campagnes de sensibilisation - sante maternelle,Cliniques Reunies,31136717,31136717.0,XOF,
CTB,Country B,SN-2024000613,18-01-2024,MFB,Ministere des Finances et du Budget,611030.0,Kits obstetricaux et accouchement,Banque Regionale,323404,323404.0,XOF,
CTB,Country B,SN-2024000614,21-01-2024,MINT,Ministere de l'Interieur,612015.0,Campagnes de sensibilisation - VIH/SIDA,Bureau Moderne SARL,3669126,3669126.0,XOF,
CTB,Country B,SN-2024000615,03-04-2024,MINT,Ministere de l'Interieur,611015.0,Achat de contraceptifs et produits de planification familiale,Bureau Moderne SARL,20482627,20482627.0,XOF,
CTB,Country B,SN-2024000616,24-10-2023,MFB,Ministere des Finances et du Budget,614010.0,Construction et rehabilitation - centres de sante,Batiment et Travaux SA,9389042,9389042.0,XOF,
CTB,Country B,SN-2024000617,01-03-2024,MINT,Ministere de l'Interieur,612010.0,Campagnes de sensibilisation - sante maternelle,Batiment et Travaux SA,"49,472,945 FCFA",49472945.0,XOF,
CTB,Country B,SN-2024000618,18-08-2024,MINT,Ministere de l'Interieur,612030.0,Appui aux victimes de VBG,Banque Regionale,"15864276,00",15864276.0,XOF,
CTB,Country B,SN-2024000619,15-03-2024,MINT,Ministere de l'Interieur,614010.0,Construction et rehabilitation - centres de sante,Diagnostics Reunis,29483706,29483706.0,XOF,
CTB,Country B,SN-2024000620,17-03-2024,MEN,Ministere de l'Education Nationale,611020.0,Achat de vaccins et intrants immunisation,Banque Regionale,"34,878,234 FCFA",34878234.0,XOF,
CTB,Country B,SN-2024000621,12-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611025.0,Kits de tests VIH et antiretroviraux,Cliniques Reunies,6164009,6164009.0,XOF,
CTB,Country B,SN-2024000622,02-08-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Banque Regionale,48943696,48943696.0,XOF,
CTB,Country B,SN-2024000623,21-05-2024,MEN,Ministere de l'Education Nationale,614010.0,Construction et rehabilitation - centres de sante,Pharma Ouest SA,1158666,1158666.0,XOF,
CTB,Country B,SN-2024000624,27-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614020.0,Achat de vehicules - ambulances,Nettoyage Pro Dakar,1692362,1692362.0,XOF,
CTB,Country B,SN-2024000625,17-04-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",614020.0,Achat de vehicules - ambulances,Banque Regionale,5384377,5384377.0,XOF,
CTB,Country B,SN-2024000626,15-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Institut de Sante Publique,1476973,1476973.0,XOF,
CTB,Country B,SN-2024000627,18-07-2024,MINT,Ministere de l'Interieur,614020.0,Achat de vehicules - ambulances,Banque Regionale,27015265,27015265.0,XOF,
CTB,Country B,SN-2024000628,21-08-2024,MSAS,Ministere de la Sante et de l'Action Sociale,610100.0,Traitements et salaires - personnel permanent,Nettoyage Pro Dakar,18314047,18314047.0,XOF,
CTB,Country B,SN-2024000629,13-12-2023,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Batiment et Travaux SA,3120007,3120007.0,XOF,
CTB,Country B,SN-2024000630,13-07-2024,MFB,Ministere des Finances et du Budget,612025.0,Services de conseil SRH pour adolescents,SolutionsIT SA,9467608,9467608.0,XOF,
CTB,Country B,SN-2024000631,16-07-2024,MINT,Ministere de l'Interieur,612030.0,Appui aux victimes de VBG,Banque Regionale,105180785,105180785.0,XOF,
CTB,Country B,SN-2024000632,03-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613020.0,Carburants et lubrifiants,Cliniques Reunies,435975,435975.0,XOF,
CTB,Country B,SN-2024000633,15-05-2024,MEN,Ministere de l'Education Nationale,613020.0,Carburants et lubrifiants,Banque Regionale,3634280,3634280.0,XOF,
CTB,Country B,SN-2024000634,21-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611010.0,Achat de medicaments essentiels,PharmaSante,52819445,52819445.0,XOF,
CTB,Country B,SN-2024000635,20-04-2024,MINT,Ministere de l'Interieur,610100.0,Traitements et salaires - personnel permanent,Cliniques Reunies,37910755,37910755.0,XOF,
CTB,Country B,SN-2024000636,14-05-2024,MFB,Ministere des Finances et du Budget,611010.0,Achat de medicaments essentiels,Pharma Ouest SA,50299207,50299207.0,XOF,
CTB,Country B,SN-2024000637,17-06-2024,MEN,Ministere de l'Education Nationale,612030.0,Appui aux victimes de VBG,SolutionsIT SA,650112,650112.0,XOF,
CTB,Country B,SN-2024000638,24-12-2023,MFB,Ministere des Finances et du Budget,613030.0,Imprimerie et fournitures de bureau,Cabinet Consulting Sahel,22875117,22875117.0,XOF,
CTB,Country B,SN-2024000639,11-02-2024,MFB,Ministere des Finances et du Budget,611030.0,Kits obstetricaux et accouchement,Fournitures Scolaires SA,"30,763,135 FCFA",30763135.0,XOF,
CTB,Country B,SN-2024000640,20-12-2023,MEN,Ministere de l'Education Nationale,611025.0,Kits de tests VIH et antiretroviraux,Formation & Sensibilisation SARL,13822534,13822534.0,XOF,
CTB,Country B,SN-2024000641,24-09-2024,MINT,Ministere de l'Interieur,613020.0,Carburants et lubrifiants,Bureau Moderne SARL,74112621,74112621.0,XOF,
CTB,Country B,SN-2024000642,23-05-2024,MFB,Ministere des Finances et du Budget,611040.0,Reactifs et consommables de laboratoire,Transport Afrique de l'Ouest,404849,404849.0,XOF,
CTB,Country B,SN-2024000643,27-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612025.0,Services de conseil SRH pour adolescents,Pharma Ouest SA,1904588,1904588.0,XOF,
CTB,Country B,SN-2024000644,19-01-2024,MEN,Ministere de l'Education Nationale,611030.0,Kits obstetricaux et accouchement,Cliniques Reunies,651693,651693.0,XOF,
CTB,Country B,SN-2024000645,15-02-2024,MEN,Ministere de l'Education Nationale,612025.0,Services de conseil SRH pour adolescents,Nettoyage Pro Dakar,13421345,13421345.0,XOF,
CTB,Country B,SN-2024000646,17-08-2024,MEN,Ministere de l'Education Nationale,611010.0,Achat de medicaments essentiels,Cabinet Consulting Sahel,34863707,34863707.0,XOF,
CTB,Country B,SN-2024000647,04-08-2024,MINT,Ministere de l'Interieur,613010.0,Nettoyage et hygiene - formations sanitaires,Banque Regionale,72655623,72655623.0,XOF,
CTB,Country B,SN-2024000648,19-12-2023,MEN,Ministere de l'Education Nationale,614020.0,Achat de vehicules - ambulances,SolutionsIT SA,27365491,27365491.0,XOF,
CTB,Country B,SN-2024000649,02-08-2024,MEN,Ministere de l'Education Nationale,614010.0,Construction et rehabilitation - centres de sante,Transport Afrique de l'Ouest,14597585,14597585.0,XOF,
CTB,Country B,SN-2024000650,24-10-2023,MSAS,Ministere de la Sante et de l'Action Sociale,611015.0,Achat de contraceptifs et produits de planification familiale,Institut de Sante Publique,3741769,3741769.0,XOF,
CTB,Country B,SN-2024000651,06-07-2024,MSAS,Ministere de la Sante et de l'Action Sociale,613030.0,Imprimerie et fournitures de bureau,SolutionsIT SA,755852,755852.0,XOF,
CTB,Country B,SN-2024000652,06-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610200.0,Frais de fonctionnement,Cliniques Reunies,27981723,27981723.0,XOF,
CTB,Country B,SN-2024000653,01-08-2024,MEN,Ministere de l'Education Nationale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Transport Afrique de l'Ouest,356632,356632.0,XOF,
CTB,Country B,SN-2024000654,12-01-2024,MEN,Ministere de l'Education Nationale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Transport Afrique de l'Ouest,84601640,84601640.0,XOF,
CTB,Country B,SN-2024000655,29-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612015.0,Campagnes de sensibilisation - VIH/SIDA,SARL Fournitures Medicales,27771070,27771070.0,XOF,
CTB,Country B,SN-2024000656,14-05-2024,MINT,Ministere de l'Interieur,611015.0,Achat de contraceptifs et produits de planification familiale,Batiment et Travaux SA,722082,722082.0,XOF,
CTB,Country B,SN-2024000657,03-07-2024,MEN,Ministere de l'Education Nationale,612015.0,Campagnes de sensibilisation - VIH/SIDA,Banque Regionale,2796672,2796672.0,XOF,
CTB,Country B,SN-2024000658,16-09-2024,MFB,Ministere des Finances et du Budget,611030.0,Kits obstetricaux et accouchement,Pharma Ouest SA,15510550,15510550.0,XOF,
CTB,Country B,SN-2024000659,19-07-2024,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Cliniques Reunies,"7,382,045 FCFA",7382045.0,XOF,
CTB,Country B,SN-2024000660,19-08-2024,MFB,Ministere des Finances et du Budget,612025.0,Services de conseil SRH pour adolescents,Institut de Sante Publique,36417475,36417475.0,XOF,
CTB,Country B,SN-2024000661,27-12-2023,MEN,Ministere de l'Education Nationale,611030.0,Kits obstetricaux et accouchement,Impressions Modernes,4466021,4466021.0,XOF,
CTB,Country B,SN-2024000662,11-02-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610100.0,Traitements et salaires - personnel permanent,Banque Regionale,"7768660,00",7768660.0,XOF,
CTB,Country B,SN-2024000663,02-03-2024,MINT,Ministere de l'Interieur,611040.0,Reactifs et consommables de laboratoire,Cliniques Reunies,403186,403186.0,XOF,
CTB,Country B,SN-2024000664,30-01-2024,MFB,Ministere des Finances et du Budget,614020.0,Achat de vehicules - ambulances,Cabinet Consulting Sahel,4854643,4854643.0,XOF,
CTB,Country B,SN-2024000665,12-10-2023,MINT,Ministere de l'Interieur,613030.0,Imprimerie et fournitures de bureau,Cliniques Reunies,715027,715027.0,XOF,
CTB,Country B,SN-2024000666,10-11-2023,MFB,Ministere des Finances et du Budget,612030.0,Appui aux victimes de VBG,Cliniques Reunies,39095657,39095657.0,XOF,
CTB,Country B,SN-2024000667,06-11-2023,MINT,Ministere de l'Interieur,611020.0,Achat de vaccins et intrants immunisation,Formation & Sensibilisation SARL,"641,221 FCFA",641221.0,XOF,
CTB,Country B,SN-2024000668,28-04-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612020.0,Depistage precoce du cancer du col,Cliniques Reunies,117589769,117589769.0,XOF,
CTB,Country B,SN-2024000669,10-07-2024,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",611040.0,Reactifs et consommables de laboratoire,Banque Regionale,3529905,3529905.0,XOF,
CTB,Country B,SN-2024000670,05-01-2024,MFB,Ministere des Finances et du Budget,611040.0,Reactifs et consommables de laboratoire,Batiment et Travaux SA,950060,950060.0,XOF,
CTB,Country B,SN-2024000671,29-09-2024,MEN,Ministere de l'Education Nationale,613030.0,Imprimerie et fournitures de bureau,Formation & Sensibilisation SARL,4203837,4203837.0,XOF,
CTB,Country B,SN-2024000672,05-11-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",610200.0,Frais de fonctionnement,Institut de Sante Publique,66809334,66809334.0,XOF,
CTB,Country B,SN-2024000673,22-03-2024,MSAS,Ministere de la Sante et de l'Action Sociale,611025.0,Kits de tests VIH et antiretroviraux,Cliniques Reunies,39199403,39199403.0,XOF,
CTB,Country B,SN-2024000674,09-04-2024,MFB,Ministere des Finances et du Budget,613020.0,Carburants et lubrifiants,Fournitures Scolaires SA,112928385,112928385.0,XOF,
CTB,Country B,SN-2024000675,30-10-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",612025.0,Services de conseil SRH pour adolescents,Formation & Sensibilisation SARL,20073529,20073529.0,XOF,
CTB,Country B,SN-2024000676,12-02-2024,MINT,Ministere de l'Interieur,611020.0,Achat de vaccins et intrants immunisation,SARL Fournitures Medicales,89729482,89729482.0,XOF,
CTB,Country B,SN-2024000677,26-12-2023,MFFAS,"Ministere de la Femme, de la Famille et des Affaires Sociales",613010.0,Nettoyage et hygiene - formations sanitaires,Diagnostics Reunis,"2,864,425 FCFA",2864425.0,XOF,
CTB,Country B,SN-2024000678,26-12-2023,MEN,Ministere de l'Education Nationale,611020.0,Achat de vaccins et intrants immunisation,Transport Afrique de l'Ouest,503353,503353.0,XOF,
CTB,Country B,SN-2024000679,06-02-2024,MSAS,Ministere de la Sante et de l'Action Sociale,612025.0,Services de conseil SRH pour adolescents,Formation & Sensibilisation SARL,35832073,35832073.0,XOF,
